"date","btc_close","eth_close","btc_ret","eth_ret","btc_close_cg","btc_mcap_cg","btc_volume_cg","eth_close_cg","eth_mcap_cg","eth_volume_cg","btc_volume_yf","eth_volume_yf","price_source","in_sample"
2019-11-17,8577.9755859375,185.119232177734,0.00317768528036488,0.00961217596725117,NA,NA,NA,NA,NA,NA,18668638897,7364325471,"Yahoo Finance",FALSE
2019-11-18,8309.2861328125,180.559600830078,-0.031824239383397,-0.0249391939625445,NA,NA,NA,NA,NA,NA,21579470673,7787662111,"Yahoo Finance",FALSE
2019-11-19,8206.1455078125,177.455551147461,-0.0124903748385563,-0.0173407602885067,NA,NA,NA,NA,NA,NA,21083613816,7536699743,"Yahoo Finance",FALSE
2019-11-20,8027.26806640625,175.698348999023,-0.0220390715609398,-0.00995156304106271,NA,NA,NA,NA,NA,NA,20764300437,7205785149,"Yahoo Finance",FALSE
2019-11-21,7642.75,161.46272277832,-0.0490867681256866,-0.0844943011345434,NA,NA,NA,NA,NA,NA,22514243371,8546371325,"Yahoo Finance",FALSE
2019-11-22,7296.57763671875,150.268173217773,-0.0463520647192883,-0.0718527780123184,NA,NA,NA,NA,NA,NA,34242315785,12020749863,"Yahoo Finance",FALSE
2019-11-23,7397.796875,153.417785644531,0.0137768149507451,0.0207433058386632,NA,NA,NA,NA,NA,NA,21008924418,8289198330,"Yahoo Finance",FALSE
2019-11-24,7047.9169921875,142.834701538086,-0.048450125222665,-0.0714767967826075,NA,NA,NA,NA,NA,NA,30433517289,7782769098,"Yahoo Finance",FALSE
2019-11-25,7146.1337890625,146.476531982422,0.0138393705913398,0.0251771960252469,NA,NA,NA,NA,NA,NA,42685231262,10962753356,"Yahoo Finance",FALSE
2019-11-26,7218.37109375,148.965072631836,0.0100578355100449,0.0168466422209637,NA,NA,NA,NA,NA,NA,21129505542,7648516297,"Yahoo Finance",FALSE
2019-11-27,7531.66357421875,153.010559082031,0.0424866264353021,0.0267950660193232,NA,NA,NA,NA,NA,NA,23991412764,8778095308,"Yahoo Finance",FALSE
2019-11-28,7463.10595703125,151.717575073242,-0.00914426790792255,-0.00848619883389379,NA,NA,NA,NA,NA,NA,19050116751,7346531960,"Yahoo Finance",FALSE
2019-11-29,7761.24365234375,155.304153442383,0.0391709101370825,0.0233647406504032,NA,NA,NA,NA,NA,NA,19709695456,7503898278,"Yahoo Finance",FALSE
2019-11-30,7569.6298828125,152.539688110352,-0.024998412204507,-0.0179606623433832,NA,NA,NA,NA,NA,NA,17158194786,6565950868,"Yahoo Finance",FALSE
2019-12-01,7424.29248046875,151.185729980469,-0.0193867823041902,-0.00891573123682488,NA,NA,NA,NA,NA,NA,18720708479,7102780298,"Yahoo Finance",FALSE
2019-12-02,7321.98828125,149.059158325195,-0.0138754771108136,-0.0141658179682622,NA,NA,NA,NA,NA,NA,17082040706,6670561362,"Yahoo Finance",FALSE
2019-12-03,7320.1455078125,147.956420898438,-0.000251708319808586,-0.00742548587192449,NA,NA,NA,NA,NA,NA,14797485769,6204379850,"Yahoo Finance",FALSE
2019-12-04,7252.03466796875,146.747741699219,-0.00934813254089484,-0.00820270718718241,NA,NA,NA,NA,NA,NA,21664240918,7865937094,"Yahoo Finance",FALSE
2019-12-05,7448.3076171875,149.248992919922,0.0267047677560743,0.0169009348166469,NA,NA,NA,NA,NA,NA,18816085231,6745910228,"Yahoo Finance",FALSE
2019-12-06,7546.99658203125,149.194442749023,0.0131628393042842,-0.000365564559217546,NA,NA,NA,NA,NA,NA,18104466307,6458766441,"Yahoo Finance",FALSE
2019-12-07,7556.23779296875,148.768157958984,0.00122373948007493,-0.00286133279725043,NA,NA,NA,NA,NA,NA,15453520564,5911233284,"Yahoo Finance",FALSE
2019-12-08,7564.34521484375,151.264724731445,0.00107236905452091,0.016642338480465,NA,NA,NA,NA,NA,NA,15409908086,6441727252,"Yahoo Finance",FALSE
2019-12-09,7400.8994140625,148.225173950195,-0.0218442536808556,-0.02029888262095,NA,NA,NA,NA,NA,NA,17872021272,6744206747,"Yahoo Finance",FALSE
2019-12-10,7278.11962890625,146.267044067383,-0.0167289991526953,-0.0132985431944679,NA,NA,NA,NA,NA,NA,18249031195,6859512025,"Yahoo Finance",FALSE
2019-12-11,7217.42724609375,143.608001708984,-0.00837398381717058,-0.0183466426842003,NA,NA,NA,NA,NA,NA,16350490689,7037180049,"Yahoo Finance",FALSE
2019-12-12,7243.13427734375,145.60400390625,0.00355547165846382,0.0138032574714861,NA,NA,NA,NA,NA,NA,18927080224,7890383413,"Yahoo Finance",FALSE
2019-12-13,7269.6845703125,144.944747924805,0.00365887879775428,-0.00453801373201301,NA,NA,NA,NA,NA,NA,17125736940,7264810247,"Yahoo Finance",FALSE
2019-12-14,7124.673828125,142.869232177734,-0.0201489561535961,-0.0144228694181336,NA,NA,NA,NA,NA,NA,17137029730,7048066973,"Yahoo Finance",FALSE
2019-12-15,7152.3017578125,143.114990234375,0.00387028247095422,0.00171868304525713,NA,NA,NA,NA,NA,NA,16881129804,7235153411,"Yahoo Finance",FALSE
2019-12-16,6932.48046875,133.614028930664,-0.0312165479110362,-0.0686931720799597,NA,NA,NA,NA,NA,NA,20213265950,8992282119,"Yahoo Finance",FALSE
2019-12-17,6640.51513671875,122.603889465332,-0.0430281398477508,-0.0859965147172828,NA,NA,NA,NA,NA,NA,22363804217,9057166141,"Yahoo Finance",FALSE
2019-12-18,7276.802734375,133.092193603516,0.0915020395898463,0.0820833252303821,NA,NA,NA,NA,NA,NA,31836522778,11864518321,"Yahoo Finance",FALSE
2019-12-19,7202.84423828125,129.321136474609,-0.0102155997884914,-0.0287433321694275,NA,NA,NA,NA,NA,NA,25904604416,9564699140,"Yahoo Finance",FALSE
2019-12-20,7218.81640625,129.066055297852,0.00221502570235721,-0.00197441102148499,NA,NA,NA,NA,NA,NA,22633815180,8173594150,"Yahoo Finance",FALSE
2019-12-21,7191.15869140625,128.130950927734,-0.00383869487892952,-0.00727153479861276,NA,NA,NA,NA,NA,NA,19312552168,7449064703,"Yahoo Finance",FALSE
2019-12-22,7511.5888671875,132.372512817383,0.0435946983330791,0.0325672197507796,NA,NA,NA,NA,NA,NA,23134537956,9121058481,"Yahoo Finance",FALSE
2019-12-23,7355.62841796875,128.61408996582,-0.0209812189442786,-0.0288036447528794,NA,NA,NA,NA,NA,NA,27831788041,9622497693,"Yahoo Finance",FALSE
2019-12-24,7322.5322265625,129.063888549805,-0.00450959058098199,0.00349117175966107,NA,NA,NA,NA,NA,NA,22991622105,7961819689,"Yahoo Finance",FALSE
2019-12-25,7275.15576171875,126.454635620117,-0.00649097736895676,-0.0204239096845393,NA,NA,NA,NA,NA,NA,21559505149,8418019054,"Yahoo Finance",FALSE
2019-12-26,7238.966796875,126.361221313477,-0.00498673477391165,-0.000738990916351767,NA,NA,NA,NA,NA,NA,22787010034,8600871980,"Yahoo Finance",FALSE
